id,password,last_login,is_superuser,username,first_name,last_name,is_staff,is_active,date_joined,email,gender,birth_date,age,investment_style,annual_income,savings_goal
78,,,False,testuser78,도민,조,False,True,2024-11-25 00:51:03.422640+00:00,testuser78@example.com,M,1984-04-16,40,moderate,5,5
79,,,False,testuser79,진아,표,False,True,2024-11-25 00:51:03.422640+00:00,testuser79@example.com,M,1981-06-23,43,moderate,4,1
80,,,False,testuser80,빛준,손,False,True,2024-11-25 00:51:03.438259+00:00,testuser80@example.com,F,1996-09-16,28,aggressive,5,4
81,,,False,testuser81,솔리,최,False,True,2024-11-25 00:51:03.438259+00:00,testuser81@example.com,M,2001-07-02,23,moderate,4,5
82,,,False,testuser82,빛리,전,False,True,2024-11-25 00:51:03.438259+00:00,testuser82@example.com,M,1979-11-13,45,aggressive,2,3
83,,,False,testuser83,빛채,박,False,True,2024-11-25 00:51:03.438259+00:00,testuser83@example.com,F,1982-07-19,42,aggressive,2,1
84,,,False,testuser84,빛석,황,False,True,2024-11-25 00:51:03.438259+00:00,testuser84@example.com,M,1991-06-12,33,aggressive,5,3
85,,,False,testuser85,민원,이,False,True,2024-11-25 00:51:03.438259+00:00,testuser85@example.com,M,1995-03-22,29,moderate,2,5
86,,,False,testuser86,영범,유,False,True,2024-11-25 00:51:03.438259+00:00,testuser86@example.com,F,1970-12-06,54,moderate,3,5
87,,,False,testuser87,아인,전,False,True,2024-11-25 00:51:03.438259+00:00,testuser87@example.com,F,1989-09-22,35,moderate,5,5
88,,,False,testuser88,솔수,류,False,True,2024-11-25 00:51:03.438259+00:00,testuser88@example.com,F,1996-01-17,28,moderate,3,3
89,,,False,testuser89,영민,전,False,True,2024-11-25 00:51:03.438259+00:00,testuser89@example.com,M,1979-12-02,45,conservative,5,2
90,,,False,testuser90,예호,원,False,True,2024-11-25 00:51:03.438259+00:00,testuser90@example.com,M,1982-04-26,42,conservative,5,3
91,,,False,testuser91,효은,허,False,True,2024-11-25 00:51:03.438259+00:00,testuser91@example.com,F,1998-01-30,26,conservative,4,2
92,,,False,testuser92,지원,문,False,True,2024-11-25 00:51:03.438259+00:00,testuser92@example.com,F,1981-11-02,43,aggressive,1,4
93,,,False,testuser93,정후,한,False,True,2024-11-25 00:51:03.438259+00:00,testuser93@example.com,F,2002-12-20,22,aggressive,5,4
94,,,False,testuser94,승영,백,False,True,2024-11-25 00:51:03.438259+00:00,testuser94@example.com,M,2002-03-04,22,moderate,0,1
95,,,False,testuser95,지기,유,False,True,2024-11-25 00:51:03.438259+00:00,testuser95@example.com,M,1978-12-28,46,conservative,3,0
96,,,False,testuser96,영혁,장,False,True,2024-11-25 00:51:03.438259+00:00,testuser96@example.com,M,1970-06-11,54,aggressive,1,5
97,,,False,testuser97,라서,차,False,True,2024-11-25 00:51:03.453892+00:00,testuser97@example.com,F,1973-07-07,51,moderate,2,1
98,,,False,testuser98,가리,황,False,True,2024-11-25 00:51:03.453892+00:00,testuser98@example.com,F,2000-10-22,24,conservative,2,5
99,,,False,testuser99,효영,민,False,True,2024-11-25 00:51:03.453892+00:00,testuser99@example.com,F,2002-02-02,22,conservative,3,4
100,,,False,testuser100,세민,표,False,True,2024-11-25 00:51:03.453892+00:00,testuser100@example.com,F,1980-07-05,44,moderate,5,2
101,,,False,testuser101,예후,윤,False,True,2024-11-25 00:51:03.453892+00:00,testuser101@example.com,M,2005-06-29,19,conservative,5,3
102,,,False,testuser102,채혁,변,False,True,2024-11-25 00:51:03.453892+00:00,testuser102@example.com,F,1981-02-04,43,aggressive,3,5
103,,,False,testuser103,도원,표,False,True,2024-11-25 00:51:03.453892+00:00,testuser103@example.com,F,2005-01-21,19,conservative,3,4
104,,,False,testuser104,도환,조,False,True,2024-11-25 00:51:03.453892+00:00,testuser104@example.com,F,1993-11-16,31,aggressive,1,5
105,,,False,testuser105,지빈,양,False,True,2024-11-25 00:51:03.453892+00:00,testuser105@example.com,M,1984-09-22,40,moderate,4,0
106,,,False,testuser106,민경,허,False,True,2024-11-25 00:51:03.453892+00:00,testuser106@example.com,M,1994-06-04,30,conservative,3,2
107,,,False,testuser107,세채,민,False,True,2024-11-25 00:51:03.453892+00:00,testuser107@example.com,F,1979-08-17,45,moderate,4,2
108,,,False,testuser108,진채,김,False,True,2024-11-25 00:51:03.453892+00:00,testuser108@example.com,F,1982-07-11,42,moderate,4,4
109,,,False,testuser109,가율,원,False,True,2024-11-25 00:51:03.453892+00:00,testuser109@example.com,M,1981-08-25,43,moderate,2,0
110,,,False,testuser110,지기,류,False,True,2024-11-25 00:51:03.453892+00:00,testuser110@example.com,F,1988-10-12,36,aggressive,5,5
111,,,False,testuser111,주진,윤,False,True,2024-11-25 00:51:03.453892+00:00,testuser111@example.com,M,2004-10-12,20,aggressive,1,2
112,,,False,testuser112,효호,양,False,True,2024-11-25 00:51:03.453892+00:00,testuser112@example.com,F,1991-08-02,33,moderate,4,3
113,,,False,testuser113,민담,심,False,True,2024-11-25 00:51:03.469503+00:00,testuser113@example.com,M,1980-12-10,44,moderate,2,2
114,,,False,testuser114,승민,황,False,True,2024-11-25 00:51:03.469503+00:00,testuser114@example.com,F,1973-12-27,51,aggressive,5,4
115,,,False,testuser115,현준,양,False,True,2024-11-25 00:51:03.469503+00:00,testuser115@example.com,F,1977-08-20,47,conservative,5,2
116,,,False,testuser116,민채,박,False,True,2024-11-25 00:51:03.469503+00:00,testuser116@example.com,M,1980-11-11,44,moderate,2,1
117,,,False,testuser117,승영,장,False,True,2024-11-25 00:51:03.469503+00:00,testuser117@example.com,M,1992-10-24,32,conservative,3,0
118,,,False,testuser118,윤인,정,False,True,2024-11-25 00:51:03.469503+00:00,testuser118@example.com,M,1998-08-12,26,conservative,3,2
119,,,False,testuser119,봄혁,윤,False,True,2024-11-25 00:51:03.469503+00:00,testuser119@example.com,M,1986-02-05,38,aggressive,4,1
120,,,False,testuser120,희빈,정,False,True,2024-11-25 00:51:03.469503+00:00,testuser120@example.com,F,1977-10-25,47,conservative,4,2
121,,,False,testuser121,빛우,오,False,True,2024-11-25 00:51:03.469503+00:00,testuser121@example.com,F,1994-09-05,30,aggressive,1,0
122,,,False,testuser122,영호,강,False,True,2024-11-25 00:51:03.469503+00:00,testuser122@example.com,M,1988-02-14,36,aggressive,5,5
123,,,False,testuser123,봄환,변,False,True,2024-11-25 00:51:03.469503+00:00,testuser123@example.com,M,2004-07-19,20,aggressive,2,3
124,,,False,testuser124,빛채,윤,False,True,2024-11-25 00:51:03.469503+00:00,testuser124@example.com,M,2004-04-11,20,aggressive,2,5
125,,,False,testuser125,을기,문,False,True,2024-11-25 00:51:03.469503+00:00,testuser125@example.com,F,2003-03-06,21,conservative,2,3
126,,,False,testuser126,솔진,차,False,True,2024-11-25 00:51:03.469503+00:00,testuser126@example.com,F,1974-12-22,50,aggressive,2,4
127,,,False,testuser127,진서,유,False,True,2024-11-25 00:51:03.469503+00:00,testuser127@example.com,F,1999-12-19,25,moderate,3,4
128,,,False,testuser128,진혁,조,False,True,2024-11-25 00:51:03.469503+00:00,testuser128@example.com,F,1972-11-29,52,moderate,4,3
129,,,False,testuser129,솔아,신,False,True,2024-11-25 00:51:03.469503+00:00,testuser129@example.com,M,1985-12-20,39,conservative,4,1
130,,,False,testuser130,영호,배,False,True,2024-11-25 00:51:03.485132+00:00,testuser130@example.com,M,1983-04-15,41,moderate,0,2
131,,,False,testuser131,하은,전,False,True,2024-11-25 00:51:03.485132+00:00,testuser131@example.com,M,1976-10-09,48,aggressive,0,5
132,,,False,testuser132,지채,류,False,True,2024-11-25 00:51:03.485132+00:00,testuser132@example.com,F,1996-05-12,28,aggressive,1,1
133,,,False,testuser133,정채,황,False,True,2024-11-25 00:51:03.485132+00:00,testuser133@example.com,F,1974-03-09,50,aggressive,2,5
134,,,False,testuser134,민환,배,False,True,2024-11-25 00:51:03.491696+00:00,testuser134@example.com,M,1991-06-26,33,aggressive,3,1
135,,,False,testuser135,승연,조,False,True,2024-11-25 00:51:03.491696+00:00,testuser135@example.com,M,1996-09-06,28,conservative,0,4
136,,,False,testuser136,빛찬,신,False,True,2024-11-25 00:51:03.491696+00:00,testuser136@example.com,F,1994-05-17,30,aggressive,5,1
137,,,False,testuser137,주서,표,False,True,2024-11-25 00:51:03.491696+00:00,testuser137@example.com,M,1990-12-01,34,conservative,5,2
138,,,False,testuser138,영채,김,False,True,2024-11-25 00:51:03.491696+00:00,testuser138@example.com,M,1988-05-16,36,moderate,4,4
139,,,False,testuser139,주민,변,False,True,2024-11-25 00:51:03.491696+00:00,testuser139@example.com,F,1980-07-24,44,aggressive,4,2
140,,,False,testuser140,희준,정,False,True,2024-11-25 00:51:03.491696+00:00,testuser140@example.com,M,1976-07-27,48,moderate,3,5
141,,,False,testuser141,진후,원,False,True,2024-11-25 00:51:03.491696+00:00,testuser141@example.com,M,1989-01-25,35,moderate,3,3
142,,,False,testuser142,빛원,강,False,True,2024-11-25 00:51:03.491696+00:00,testuser142@example.com,M,1981-11-19,43,conservative,4,5
143,,,False,testuser143,주영,배,False,True,2024-11-25 00:51:03.491696+00:00,testuser143@example.com,M,1985-10-20,39,conservative,5,5
144,,,False,testuser144,빛진,차,False,True,2024-11-25 00:51:03.491696+00:00,testuser144@example.com,F,1992-02-09,32,conservative,1,2
145,,,False,testuser145,다채,류,False,True,2024-11-25 00:51:03.491696+00:00,testuser145@example.com,M,1975-02-11,49,conservative,1,0
146,,,False,testuser146,라원,조,False,True,2024-11-25 00:51:03.491696+00:00,testuser146@example.com,M,1977-05-17,47,aggressive,3,0
147,,,False,testuser147,지빈,배,False,True,2024-11-25 00:51:03.491696+00:00,testuser147@example.com,M,1988-01-09,36,moderate,4,0
148,,,False,testuser148,지서,류,False,True,2024-11-25 00:51:03.491696+00:00,testuser148@example.com,F,1999-12-25,25,moderate,3,5
149,,,False,testuser149,라율,표,False,True,2024-11-25 00:51:03.491696+00:00,testuser149@example.com,F,1992-11-25,32,conservative,1,1
150,,,False,testuser150,윤연,심,False,True,2024-11-25 00:51:03.491696+00:00,testuser150@example.com,F,1999-03-30,25,aggressive,4,2
151,,,False,testuser151,빛기,박,False,True,2024-11-25 00:51:03.507380+00:00,testuser151@example.com,F,1995-06-08,29,aggressive,5,5
152,,,False,testuser152,지환,민,False,True,2024-11-25 00:51:03.507380+00:00,testuser152@example.com,F,1976-12-03,48,aggressive,0,4
153,,,False,testuser153,진우,서,False,True,2024-11-25 00:51:03.507380+00:00,testuser153@example.com,M,1979-02-08,45,aggressive,1,5
154,,,False,testuser154,진채,강,False,True,2024-11-25 00:51:03.507380+00:00,testuser154@example.com,F,1975-07-18,49,aggressive,5,4
155,,,False,testuser155,채기,오,False,True,2024-11-25 00:51:03.507380+00:00,testuser155@example.com,F,1985-02-16,39,conservative,4,2
156,,,False,testuser156,솔찬,허,False,True,2024-11-25 00:51:03.507380+00:00,testuser156@example.com,M,1971-12-15,53,aggressive,3,1
157,,,False,testuser157,봄민,원,False,True,2024-11-25 00:51:03.507380+00:00,testuser157@example.com,M,1986-02-22,38,moderate,3,0
158,,,False,testuser158,아영,전,False,True,2024-11-25 00:51:03.507380+00:00,testuser158@example.com,M,2004-02-16,20,conservative,2,4
159,,,False,testuser159,빛원,심,False,True,2024-11-25 00:51:03.507380+00:00,testuser159@example.com,M,1973-07-16,51,aggressive,5,3
160,,,False,testuser160,승은,장,False,True,2024-11-25 00:51:03.507380+00:00,testuser160@example.com,F,2001-12-26,23,moderate,5,2
161,,,False,testuser161,봄채,표,False,True,2024-11-25 00:51:03.507380+00:00,testuser161@example.com,F,1999-07-20,25,moderate,0,1
162,,,False,testuser162,다영,윤,False,True,2024-11-25 00:51:03.507380+00:00,testuser162@example.com,M,1995-06-20,29,conservative,5,5
163,,,False,testuser163,예범,김,False,True,2024-11-25 00:51:03.507380+00:00,testuser163@example.com,M,1971-11-18,53,conservative,4,5
164,,,False,testuser164,채환,박,False,True,2024-11-25 00:51:03.507380+00:00,testuser164@example.com,M,1996-04-17,28,conservative,1,3
165,,,False,testuser165,승인,윤,False,True,2024-11-25 00:51:03.507380+00:00,testuser165@example.com,M,1999-12-19,25,aggressive,0,4
166,,,False,testuser166,아찬,심,False,True,2024-11-25 00:51:03.507380+00:00,testuser166@example.com,M,1991-07-30,33,aggressive,1,2
167,,,False,testuser167,빛연,문,False,True,2024-11-25 00:51:03.523001+00:00,testuser167@example.com,F,1975-02-25,49,moderate,0,1
168,,,False,testuser168,주서,류,False,True,2024-11-25 00:51:03.523001+00:00,testuser168@example.com,F,1986-09-08,38,aggressive,3,1
169,,,False,testuser169,세경,조,False,True,2024-11-25 00:51:03.523001+00:00,testuser169@example.com,F,1981-04-21,43,conservative,1,3
170,,,False,testuser170,윤담,차,False,True,2024-11-25 00:51:03.523001+00:00,testuser170@example.com,M,2001-05-15,23,aggressive,5,1
171,,,False,testuser171,영기,한,False,True,2024-11-25 00:51:03.523001+00:00,testuser171@example.com,M,1973-07-01,51,moderate,4,3
172,,,False,testuser172,봄호,손,False,True,2024-11-25 00:51:03.523001+00:00,testuser172@example.com,M,2005-04-14,19,moderate,3,2
173,,,False,testuser173,희준,심,False,True,2024-11-25 00:51:03.523001+00:00,testuser173@example.com,F,1978-10-21,46,moderate,0,4
174,,,False,testuser174,솔석,임,False,True,2024-11-25 00:51:03.523001+00:00,testuser174@example.com,M,1970-03-01,54,aggressive,0,1
175,,,False,testuser175,민영,배,False,True,2024-11-25 00:51:03.523001+00:00,testuser175@example.com,M,1975-07-10,49,aggressive,2,4
176,,,False,testuser176,지아,오,False,True,2024-11-25 00:51:03.523001+00:00,testuser176@example.com,M,2002-02-14,22,conservative,1,4
177,,,False,testuser177,예은,최,False,True,2024-11-25 00:51:03.523001+00:00,testuser177@example.com,M,1983-11-25,41,aggressive,2,2
178,,,False,testuser178,민기,민,False,True,2024-11-25 00:51:03.523001+00:00,testuser178@example.com,M,1982-10-17,42,aggressive,2,4
179,,,False,testuser179,현율,명,False,True,2024-11-25 00:51:03.523001+00:00,testuser179@example.com,M,1993-03-27,31,conservative,4,3
180,,,False,testuser180,을인,명,False,True,2024-11-25 00:51:03.523001+00:00,testuser180@example.com,F,1979-09-01,45,conservative,4,5
181,,,False,testuser181,주석,손,False,True,2024-11-25 00:51:03.523001+00:00,testuser181@example.com,M,1995-05-12,29,moderate,4,0
182,,,False,testuser182,지민,양,False,True,2024-11-25 00:51:03.523001+00:00,testuser182@example.com,F,2004-10-16,20,conservative,4,0
183,,,False,testuser183,민영,양,False,True,2024-11-25 00:51:03.523001+00:00,testuser183@example.com,F,1976-11-12,48,conservative,3,2
184,,,False,testuser184,지우,임,False,True,2024-11-25 00:51:03.538632+00:00,testuser184@example.com,M,1994-01-04,30,conservative,0,4
185,,,False,testuser185,채서,오,False,True,2024-11-25 00:51:03.538632+00:00,testuser185@example.com,F,1973-07-13,51,conservative,4,4
186,,,False,testuser186,예석,박,False,True,2024-11-25 00:51:03.538632+00:00,testuser186@example.com,M,1999-05-22,25,aggressive,1,2
187,,,False,testuser187,다진,전,False,True,2024-11-25 00:51:03.538632+00:00,testuser187@example.com,F,1982-10-02,42,moderate,5,1
188,,,False,testuser188,희영,강,False,True,2024-11-25 00:51:03.538632+00:00,testuser188@example.com,F,1974-05-05,50,aggressive,1,3
189,,,False,testuser189,지인,원,False,True,2024-11-25 00:51:03.538632+00:00,testuser189@example.com,F,2001-11-26,23,aggressive,0,2
190,,,False,testuser190,다원,한,False,True,2024-11-25 00:51:03.538632+00:00,testuser190@example.com,F,1983-10-12,41,aggressive,0,5
191,,,False,testuser191,아준,손,False,True,2024-11-25 00:51:03.538632+00:00,testuser191@example.com,M,1998-03-25,26,moderate,1,0
192,,,False,testuser192,윤민,서,False,True,2024-11-25 00:51:03.538632+00:00,testuser192@example.com,M,1991-02-26,33,aggressive,5,3
193,,,False,testuser193,빛호,임,False,True,2024-11-25 00:51:03.538632+00:00,testuser193@example.com,F,1997-08-10,27,conservative,0,5
194,,,False,testuser194,경채,백,False,True,2024-11-25 00:51:03.538632+00:00,testuser194@example.com,M,1996-07-01,28,conservative,1,5
195,,,False,testuser195,현담,이,False,True,2024-11-25 00:51:03.538632+00:00,testuser195@example.com,M,1975-06-11,49,aggressive,2,5
196,,,False,testuser196,윤수,차,False,True,2024-11-25 00:51:03.538632+00:00,testuser196@example.com,F,1991-12-06,33,conservative,4,4
197,,,False,testuser197,빛기,백,False,True,2024-11-25 00:51:03.538632+00:00,testuser197@example.com,M,1992-03-11,32,aggressive,2,1
198,,,False,testuser198,하리,양,False,True,2024-11-25 00:51:03.538632+00:00,testuser198@example.com,M,1994-02-10,30,moderate,2,4
199,,,False,testuser199,정수,명,False,True,2024-11-25 00:51:03.538632+00:00,testuser199@example.com,F,1988-11-05,36,conservative,3,1
200,,,False,testuser200,영은,오,False,True,2024-11-25 00:51:03.554251+00:00,testuser200@example.com,M,1977-12-23,47,moderate,5,0
201,,,False,testuser201,빛원,양,False,True,2024-11-25 00:51:03.554251+00:00,testuser201@example.com,F,1988-11-14,36,aggressive,3,0
